entrez-gene-symbol	disease_name
BBS12	Unexplained paediatric onset end-stage renal disease
BBS2	Unexplained paediatric onset end-stage renal disease
BBS4	Unexplained paediatric onset end-stage renal disease
BBS5	Unexplained paediatric onset end-stage renal disease
BBS7	Unexplained paediatric onset end-stage renal disease
BBS9	Unexplained paediatric onset end-stage renal disease
BNC2	Unexplained paediatric onset end-stage renal disease
BSND	Unexplained paediatric onset end-stage renal disease
C3	Unexplained paediatric onset end-stage renal disease
C5orf42	Unexplained paediatric onset end-stage renal disease
CC2D2A	Unexplained paediatric onset end-stage renal disease
CD46	Unexplained paediatric onset end-stage renal disease
CENPF	Unexplained paediatric onset end-stage renal disease
CEP104	Unexplained paediatric onset end-stage renal disease
CEP164	Unexplained paediatric onset end-stage renal disease
CEP290	Unexplained paediatric onset end-stage renal disease
CEP41	Unexplained paediatric onset end-stage renal disease
CEP83	Unexplained paediatric onset end-stage renal disease
CFB	Unexplained paediatric onset end-stage renal disease
CFH	Unexplained paediatric onset end-stage renal disease
CFHR1	Unexplained paediatric onset end-stage renal disease
CFHR3	Unexplained paediatric onset end-stage renal disease
CFHR5	Unexplained paediatric onset end-stage renal disease
CFI	Unexplained paediatric onset end-stage renal disease
CHD7	Unexplained paediatric onset end-stage renal disease
CLCN5	Unexplained paediatric onset end-stage renal disease
COL4A1	Unexplained paediatric onset end-stage renal disease
COL4A3	Unexplained paediatric onset end-stage renal disease
COL4A4	Unexplained paediatric onset end-stage renal disease
COL4A5	Unexplained paediatric onset end-stage renal disease
COQ2	Unexplained paediatric onset end-stage renal disease
COQ6	Unexplained paediatric onset end-stage renal disease
COQ8B	Unexplained paediatric onset end-stage renal disease
CRB2	Unexplained paediatric onset end-stage renal disease
CSPP1	Unexplained paediatric onset end-stage renal disease
CTNS	Unexplained paediatric onset end-stage renal disease
CUBN	Unexplained paediatric onset end-stage renal disease
DDX59	Unexplained paediatric onset end-stage renal disease
DGKE	Unexplained paediatric onset end-stage renal disease
DHCR7	Unexplained paediatric onset end-stage renal disease
DLC1	Unexplained paediatric onset end-stage renal disease
DNAJB11	Unexplained paediatric onset end-stage renal disease
DSTYK	Unexplained paediatric onset end-stage renal disease
DYNC2H1	Unexplained paediatric onset end-stage renal disease
DZIP1L	Unexplained paediatric onset end-stage renal disease
EMP2	Unexplained paediatric onset end-stage renal disease
EYA1	Unexplained paediatric onset end-stage renal disease
FAN1	Unexplained paediatric onset end-stage renal disease
FAT1	Unexplained paediatric onset end-stage renal disease
FRAS1	Unexplained paediatric onset end-stage renal disease
FREM1	Unexplained paediatric onset end-stage renal disease
FREM2	Unexplained paediatric onset end-stage renal disease
GANAB	Unexplained paediatric onset end-stage renal disease
GATA3	Unexplained paediatric onset end-stage renal disease
GATM	Unexplained paediatric onset end-stage renal disease
GLA	Unexplained paediatric onset end-stage renal disease
GLI3	Unexplained paediatric onset end-stage renal disease
GRHPR	Unexplained paediatric onset end-stage renal disease
GRIP1	Unexplained paediatric onset end-stage renal disease
HAAO	Unexplained paediatric onset end-stage renal disease
HNF1B	Unexplained paediatric onset end-stage renal disease
HOGA1	Unexplained paediatric onset end-stage renal disease
HPSE2	Unexplained paediatric onset end-stage renal disease
HYLS1	Unexplained paediatric onset end-stage renal disease
ICK	Unexplained paediatric onset end-stage renal disease
IFT122	Unexplained paediatric onset end-stage renal disease
IFT43	Unexplained paediatric onset end-stage renal disease
INF2	Unexplained paediatric onset end-stage renal disease
INPP5E	Unexplained paediatric onset end-stage renal disease
INVS	Unexplained paediatric onset end-stage renal disease
IQCB1	Unexplained paediatric onset end-stage renal disease
ITGA3	Unexplained paediatric onset end-stage renal disease
ITGA8	Unexplained paediatric onset end-stage renal disease
ITSN1	Unexplained paediatric onset end-stage renal disease
KIAA0586	Unexplained paediatric onset end-stage renal disease
KIAA0753	Unexplained paediatric onset end-stage renal disease
KIF7	Unexplained paediatric onset end-stage renal disease
KYNU	Unexplained paediatric onset end-stage renal disease
LAGE3	Unexplained paediatric onset end-stage renal disease
LAMB2	Unexplained paediatric onset end-stage renal disease
LMX1B	Unexplained paediatric onset end-stage renal disease
LRIG2	Unexplained paediatric onset end-stage renal disease
LZTFL1	Unexplained paediatric onset end-stage renal disease
MAGI2	Unexplained paediatric onset end-stage renal disease
MAPKBP1	Unexplained paediatric onset end-stage renal disease
MKKS	Unexplained paediatric onset end-stage renal disease
MKS1	Unexplained paediatric onset end-stage renal disease
MMACHC	Unexplained paediatric onset end-stage renal disease
MT-TF	Unexplained paediatric onset end-stage renal disease
MUC1	Unexplained paediatric onset end-stage renal disease
MYH9	Unexplained paediatric onset end-stage renal disease
MYO1E	Unexplained paediatric onset end-stage renal disease
NEK8	Unexplained paediatric onset end-stage renal disease
NPHP1	Unexplained paediatric onset end-stage renal disease
NPHP3	Unexplained paediatric onset end-stage renal disease
NPHP4	Unexplained paediatric onset end-stage renal disease
NPHS1	Unexplained paediatric onset end-stage renal disease
NPHS2	Unexplained paediatric onset end-stage renal disease
NUP107	Unexplained paediatric onset end-stage renal disease
NUP133	Unexplained paediatric onset end-stage renal disease
NUP85	Unexplained paediatric onset end-stage renal disease
NUP93	Unexplained paediatric onset end-stage renal disease
OCRL	Unexplained paediatric onset end-stage renal disease
OFD1	Unexplained paediatric onset end-stage renal disease
OSGEP	Unexplained paediatric onset end-stage renal disease
PAX2	Unexplained paediatric onset end-stage renal disease
PBX1	Unexplained paediatric onset end-stage renal disease
PKD1	Unexplained paediatric onset end-stage renal disease
PKD2	Unexplained paediatric onset end-stage renal disease
PKHD1	Unexplained paediatric onset end-stage renal disease
PLCE1	Unexplained paediatric onset end-stage renal disease
PMM2	Unexplained paediatric onset end-stage renal disease
PODXL	Unexplained paediatric onset end-stage renal disease
REN	Unexplained paediatric onset end-stage renal disease
RET	Unexplained paediatric onset end-stage renal disease
RPGRIP1L	Unexplained paediatric onset end-stage renal disease
RRM2B	Unexplained paediatric onset end-stage renal disease
SALL1	Unexplained paediatric onset end-stage renal disease
SCARB2	Unexplained paediatric onset end-stage renal disease
SDCCAG8	Unexplained paediatric onset end-stage renal disease
SEC61A1	Unexplained paediatric onset end-stage renal disease
SGPL1	Unexplained paediatric onset end-stage renal disease
SIX5	Unexplained paediatric onset end-stage renal disease
SLC22A12	Unexplained paediatric onset end-stage renal disease
SLC2A9	Unexplained paediatric onset end-stage renal disease
SLC3A1	Unexplained paediatric onset end-stage renal disease
SLC7A9	Unexplained paediatric onset end-stage renal disease
SMARCAL1	Unexplained paediatric onset end-stage renal disease
TBC1D8B	Unexplained paediatric onset end-stage renal disease
TBX18	Unexplained paediatric onset end-stage renal disease
TCTN1	Unexplained paediatric onset end-stage renal disease
TCTN2	Unexplained paediatric onset end-stage renal disease
TCTN3	Unexplained paediatric onset end-stage renal disease
TMEM107	Unexplained paediatric onset end-stage renal disease
TMEM138	Unexplained paediatric onset end-stage renal disease
TMEM216	Unexplained paediatric onset end-stage renal disease
TMEM231	Unexplained paediatric onset end-stage renal disease
TMEM237	Unexplained paediatric onset end-stage renal disease
TMEM67	Unexplained paediatric onset end-stage renal disease
TNS2	Unexplained paediatric onset end-stage renal disease
TP53RK	Unexplained paediatric onset end-stage renal disease
TRAF3IP1	Unexplained paediatric onset end-stage renal disease
TRAP1	Unexplained paediatric onset end-stage renal disease
TRPC6	Unexplained paediatric onset end-stage renal disease
TSC1	Unexplained paediatric onset end-stage renal disease
TSC2	Unexplained paediatric onset end-stage renal disease
TTC21B	Unexplained paediatric onset end-stage renal disease
TTC8	Unexplained paediatric onset end-stage renal disease
TXNDC15	Unexplained paediatric onset end-stage renal disease
UMOD	Unexplained paediatric onset end-stage renal disease
VHL	Unexplained paediatric onset end-stage renal disease
VIPAS39	Unexplained paediatric onset end-stage renal disease
VPS33B	Unexplained paediatric onset end-stage renal disease
WDPCP	Unexplained paediatric onset end-stage renal disease
WDR19	Unexplained paediatric onset end-stage renal disease
WDR35	Unexplained paediatric onset end-stage renal disease
WDR60	Unexplained paediatric onset end-stage renal disease
WDR73	Unexplained paediatric onset end-stage renal disease
WT1	Unexplained paediatric onset end-stage renal disease
XDH	Unexplained paediatric onset end-stage renal disease
AMH	Disorders of sex development
AMHR2	Disorders of sex development
AR	Disorders of sex development
ARX	Disorders of sex development
ATRX	Disorders of sex development
CDKN1C	Disorders of sex development
CHD7	Disorders of sex development
CUL4B	Disorders of sex development
CYB5A	Disorders of sex development
CYP11A1	Disorders of sex development
CYP11B1	Disorders of sex development
CYP17A1	Disorders of sex development
CYP19A1	Disorders of sex development
CYP21A2	Disorders of sex development
DHCR7	Disorders of sex development
DHH	Disorders of sex development
HSD17B3	Disorders of sex development
HSD3B2	Disorders of sex development
LHCGR	Disorders of sex development
MAMLD1	Disorders of sex development
MAP3K1	Disorders of sex development
NR0B1	Disorders of sex development
NR5A1	Disorders of sex development
POR	Disorders of sex development
RPL10	Disorders of sex development
RSPO1	Disorders of sex development
SAMD9	Disorders of sex development
SGPL1	Disorders of sex development
SOX9	Disorders of sex development
SRD5A2	Disorders of sex development
SRY	Disorders of sex development
STAR	Disorders of sex development
TOE1	Disorders of sex development
AARS	Hereditary neuropathy
ABCA1	Hereditary neuropathy
ABHD12	Hereditary neuropathy
AGTPBP1	Hereditary neuropathy
AIFM1	Hereditary neuropathy
APTX	Hereditary neuropathy
AR	Hereditary neuropathy
ARSA	Hereditary neuropathy
ATL1	Hereditary neuropathy
ATM	Hereditary neuropathy
ATP1A1	Hereditary neuropathy
ATP7A	Hereditary neuropathy
ATXN1	Hereditary neuropathy
ATXN10	Hereditary neuropathy
ATXN2	Hereditary neuropathy
ATXN3	Hereditary neuropathy
B4GALNT1	Hereditary neuropathy
BAG3	Hereditary neuropathy
BCKDHB	Hereditary neuropathy
BICD2	Hereditary neuropathy
BSCL2	Hereditary neuropathy
C12orf65	Hereditary neuropathy
CD59	Hereditary neuropathy
CHCHD10	Hereditary neuropathy
CNTNAP1	Hereditary neuropathy
COA7	Hereditary neuropathy
COX6A1	Hereditary neuropathy
CPOX	Hereditary neuropathy
CTDP1	Hereditary neuropathy
CYP27A1	Hereditary neuropathy
DARS2	Hereditary neuropathy
DCTN1	Hereditary neuropathy
DEGS1	Hereditary neuropathy
DNAJB2	Hereditary neuropathy
DNM2	Hereditary neuropathy
DNMT1	Hereditary neuropathy
DST	Hereditary neuropathy
DYNC1H1	Hereditary neuropathy
EGR2	Hereditary neuropathy
ELP1	Hereditary neuropathy
ERCC6	Hereditary neuropathy
ERCC8	Hereditary neuropathy
FAH	Hereditary neuropathy
FAM126A	Hereditary neuropathy
FBLN5	Hereditary neuropathy
FGD4	Hereditary neuropathy
FIG4	Hereditary neuropathy
FLVCR1	Hereditary neuropathy
FXN	Hereditary neuropathy
GALC	Hereditary neuropathy
GAN	Hereditary neuropathy
GARS	Hereditary neuropathy
GBA2	Hereditary neuropathy
GDAP1	Hereditary neuropathy
GJB1	Hereditary neuropathy
GJC2	Hereditary neuropathy
GLA	Hereditary neuropathy
GNB4	Hereditary neuropathy
HADHA	Hereditary neuropathy
HADHB	Hereditary neuropathy
HARS	Hereditary neuropathy
HINT1	Hereditary neuropathy
HK1	Hereditary neuropathy
HMBS	Hereditary neuropathy
HSPB1	Hereditary neuropathy
HSPB8	Hereditary neuropathy
IARS2	Hereditary neuropathy
IGHMBP2	Hereditary neuropathy
INF2	Hereditary neuropathy
KCNA2	Hereditary neuropathy
KIF1A	Hereditary neuropathy
KIF5A	Hereditary neuropathy
LITAF	Hereditary neuropathy
LMNA	Hereditary neuropathy
LRSAM1	Hereditary neuropathy
LYST	Hereditary neuropathy
MCM3AP	Hereditary neuropathy
MFN2	Hereditary neuropathy
MMACHC	Hereditary neuropathy
MME	Hereditary neuropathy
MORC2	Hereditary neuropathy
MPV17	Hereditary neuropathy
MPZ	Hereditary neuropathy
MT-ATP6	Hereditary neuropathy
MT-RNR1	Hereditary neuropathy
MT-TL1	Hereditary neuropathy
MTMR2	Hereditary neuropathy
MTTP	Hereditary neuropathy
NAGA	Hereditary neuropathy
NDRG1	Hereditary neuropathy
NEFH	Hereditary neuropathy
NEFL	Hereditary neuropathy
NGF	Hereditary neuropathy
NTRK1	Hereditary neuropathy
OPA1	Hereditary neuropathy
OPA3	Hereditary neuropathy
PDHA1	Hereditary neuropathy
PEX10	Hereditary neuropathy
PEX7	Hereditary neuropathy
PHYH	Hereditary neuropathy
PLEKHG5	Hereditary neuropathy
PMM2	Hereditary neuropathy
PMP2	Hereditary neuropathy
PMP22	Hereditary neuropathy
POLG	Hereditary neuropathy
POLR3A	Hereditary neuropathy
PPOX	Hereditary neuropathy
PRDM12	Hereditary neuropathy
PRNP	Hereditary neuropathy
PRPS1	Hereditary neuropathy
PRX	Hereditary neuropathy
PTPN11	Hereditary neuropathy
RAB7A	Hereditary neuropathy
REEP1	Hereditary neuropathy
RETREG1	Hereditary neuropathy
SACS	Hereditary neuropathy
SBF1	Hereditary neuropathy
SBF2	Hereditary neuropathy
SCN10A	Hereditary neuropathy
SCN11A	Hereditary neuropathy
SCN9A	Hereditary neuropathy
SEPT9	Hereditary neuropathy
SETX	Hereditary neuropathy
SH3TC2	Hereditary neuropathy
SIGMAR1	Hereditary neuropathy
SLC12A6	Hereditary neuropathy
SLC25A19	Hereditary neuropathy
SLC25A46	Hereditary neuropathy
SLC52A2	Hereditary neuropathy
SLC52A3	Hereditary neuropathy
SLC5A7	Hereditary neuropathy
SMN1	Hereditary neuropathy
SOX10	Hereditary neuropathy
SPAST	Hereditary neuropathy
SPG11	Hereditary neuropathy
SPTLC1	Hereditary neuropathy
SPTLC2	Hereditary neuropathy
SURF1	Hereditary neuropathy
SYT2	Hereditary neuropathy
TFG	Hereditary neuropathy
TRIM2	Hereditary neuropathy
TRPA1	Hereditary neuropathy
TRPV4	Hereditary neuropathy
TTPA	Hereditary neuropathy
TTR	Hereditary neuropathy
TUBB3	Hereditary neuropathy
TYMP	Hereditary neuropathy
VPS13A	Hereditary neuropathy
VRK1	Hereditary neuropathy
WARS	Hereditary neuropathy
WNK1	Hereditary neuropathy
XK	Hereditary neuropathy
XPA	Hereditary neuropathy
YARS	Hereditary neuropathy
ZFYVE26	Hereditary neuropathy
ADCY5	Paroxysmal central nervous system disorders
ATAD1	Paroxysmal central nervous system disorders
ATP1A2	Paroxysmal central nervous system disorders
ATP1A3	Paroxysmal central nervous system disorders
CACNA1A	Paroxysmal central nervous system disorders
CSNK1D	Paroxysmal central nervous system disorders
DNMT1	Paroxysmal central nervous system disorders
GLRA1	Paroxysmal central nervous system disorders
GLRB	Paroxysmal central nervous system disorders
KCNA1	Paroxysmal central nervous system disorders
KCNMA1	Paroxysmal central nervous system disorders
KCNQ2	Paroxysmal central nervous system disorders
PDE10A	Paroxysmal central nervous system disorders
PNKD	Paroxysmal central nervous system disorders
PRRT2	Paroxysmal central nervous system disorders
SCN1A	Paroxysmal central nervous system disorders
SLC1A3	Paroxysmal central nervous system disorders
SLC2A1	Paroxysmal central nervous system disorders
SLC6A5	Paroxysmal central nervous system disorders
VAMP2	Paroxysmal central nervous system disorders
AGRN	Congenital myaesthenic syndrome
ALG14	Congenital myaesthenic syndrome
ALG2	Congenital myaesthenic syndrome
CHAT	Congenital myaesthenic syndrome
CHRNA1	Congenital myaesthenic syndrome
CHRNB1	Congenital myaesthenic syndrome
CHRND	Congenital myaesthenic syndrome
CHRNE	Congenital myaesthenic syndrome
CHRNG	Congenital myaesthenic syndrome
COL13A1	Congenital myaesthenic syndrome
COLQ	Congenital myaesthenic syndrome
DOK7	Congenital myaesthenic syndrome
DPAGT1	Congenital myaesthenic syndrome
GFPT1	Congenital myaesthenic syndrome
GMPPB	Congenital myaesthenic syndrome
LRP4	Congenital myaesthenic syndrome
MUSK	Congenital myaesthenic syndrome
MYO9A	Congenital myaesthenic syndrome
PLEC	Congenital myaesthenic syndrome
RAPSN	Congenital myaesthenic syndrome
SLC18A3	Congenital myaesthenic syndrome
SLC25A1	Congenital myaesthenic syndrome
SLC5A7	Congenital myaesthenic syndrome
SYT2	Congenital myaesthenic syndrome
VAMP1	Congenital myaesthenic syndrome
AAGAB	Ichthyosis and erythrokeratoderma
ABCA12	Ichthyosis and erythrokeratoderma
ALOX12B	Ichthyosis and erythrokeratoderma
ALOXE3	Ichthyosis and erythrokeratoderma
AQP5	Ichthyosis and erythrokeratoderma
CARD14	Ichthyosis and erythrokeratoderma
CAST	Ichthyosis and erythrokeratoderma
CERS3	Ichthyosis and erythrokeratoderma
CLDN1	Ichthyosis and erythrokeratoderma
CYP4F22	Ichthyosis and erythrokeratoderma
DSC2	Ichthyosis and erythrokeratoderma
DSG1	Ichthyosis and erythrokeratoderma
DSP	Ichthyosis and erythrokeratoderma
ENPP1	Ichthyosis and erythrokeratoderma
FLG	Ichthyosis and erythrokeratoderma
FLG2	Ichthyosis and erythrokeratoderma
GJA1	Ichthyosis and erythrokeratoderma
GJB2	Ichthyosis and erythrokeratoderma
GJB3	Ichthyosis and erythrokeratoderma
GJB4	Ichthyosis and erythrokeratoderma
GJB6	Ichthyosis and erythrokeratoderma
JUP	Ichthyosis and erythrokeratoderma
KDSR	Ichthyosis and erythrokeratoderma
KRT1	Ichthyosis and erythrokeratoderma
KRT10	Ichthyosis and erythrokeratoderma
KRT14	Ichthyosis and erythrokeratoderma
KRT16	Ichthyosis and erythrokeratoderma
KRT17	Ichthyosis and erythrokeratoderma
KRT6A	Ichthyosis and erythrokeratoderma
KRT6B	Ichthyosis and erythrokeratoderma
KRT6C	Ichthyosis and erythrokeratoderma
KRT9	Ichthyosis and erythrokeratoderma
LOR	Ichthyosis and erythrokeratoderma
NIPAL4	Ichthyosis and erythrokeratoderma
PIGL	Ichthyosis and erythrokeratoderma
PNPLA1	Ichthyosis and erythrokeratoderma
RHBDF2	Ichthyosis and erythrokeratoderma
RSPO1	Ichthyosis and erythrokeratoderma
SDR9C7	Ichthyosis and erythrokeratoderma
SERPINB7	Ichthyosis and erythrokeratoderma
SLC27A4	Ichthyosis and erythrokeratoderma
SLURP1	Ichthyosis and erythrokeratoderma
SNAP29	Ichthyosis and erythrokeratoderma
SPINK5	Ichthyosis and erythrokeratoderma
ST14	Ichthyosis and erythrokeratoderma
STS	Ichthyosis and erythrokeratoderma
SULT2B1	Ichthyosis and erythrokeratoderma
TAT	Ichthyosis and erythrokeratoderma
TGM1	Ichthyosis and erythrokeratoderma
TRPV3	Ichthyosis and erythrokeratoderma
ACADVL	Limb girdle muscular dystrophy
ANO5	Limb girdle muscular dystrophy
BAG3	Limb girdle muscular dystrophy
CAPN3	Limb girdle muscular dystrophy
CAV3	Limb girdle muscular dystrophy
COL6A1	Limb girdle muscular dystrophy
COL6A2	Limb girdle muscular dystrophy
COL6A3	Limb girdle muscular dystrophy
